MonthYear,Actor1CountryCode,Events
201907   ,COG              ,1850
201812   ,                 ,3163016
201812   ,MEX              ,49151
201812   ,NMR              ,3767
201812   ,ERI              ,1781
201811   ,TUR              ,81019
201810   ,TUR              ,135678
201906   ,HRV              ,5229
201811   ,AIA              ,183
201811   ,SCN              ,7
201901   ,AND              ,302
201906   ,BRB              ,1237
201907   ,SHN              ,20
201903   ,BRB              ,1269
201903   ,VCT              ,924
201902   ,GBR              ,168286
201902   ,PHL              ,25619
201902   ,BHR              ,3031
201911   ,ITA              ,41685
201911   ,BTN              ,762
201911   ,MDG              ,753
201910   ,MYS              ,16038
201903   ,PGS              ,260
201912   ,MMR              ,6762
201912   ,MRT              ,1150
201909   ,CAN              ,70793
201909   ,BEL              ,18031
201909   ,MDA              ,4023
201909   ,RWA              ,3573
201908   ,WST              ,2965
201908   ,COL              ,15256
201908   ,MLT              ,2848
201908   ,CRI              ,1604
201906   ,LCA              ,673
201906   ,ABW              ,246
202002   ,SWE              ,10575
202002   ,BEN              ,919
202001   ,CAN              ,91214
201910   ,VCT              ,541
201910   ,AZE              ,11290
201910   ,TGO              ,463
201910   ,TUV              ,192
202001   ,JOR              ,15183
202001   ,SLB              ,370
201907   ,NAF              ,1
202002   ,SCN              ,3
202004   ,GTM              ,2736
202004   ,CYP              ,1793
201904   ,JOR              ,16582
202003   ,KGZ              ,2544
202003   ,SDN              ,5526
202004   ,CAS              ,32
201904   ,BDI              ,1105
201903   ,ISR              ,99459
201903   ,BGR              ,11179
202002   ,LBN              ,11295
201903   ,PAK              ,83102
202005   ,BEL              ,10686
202005   ,CRB              ,125
202005   ,AZE              ,5449
202005   ,AIA              ,79
202005   ,PLW              ,207
201611   ,DNK              ,12535
201611   ,RUS              ,201166
201611   ,MLI              ,5955
201611   ,GIN              ,2603
201511   ,MUS              ,3855
201511   ,MLI              ,14840
201511   ,JOR              ,26514
201610   ,AUT              ,12067
201610   ,WSM              ,887
201612   ,FRA              ,97646
201707   ,EST              ,5648
201707   ,SAS              ,1300
201607   ,ARM              ,20191
201708   ,MKD              ,16600
201708   ,BEL              ,18138
201608   ,LBR              ,3625
201607   ,QAT              ,8904
201608   ,EST              ,4600
201608   ,MDG              ,1131
201508   ,SVK              ,4716
201508   ,LBY              ,19418
201704   ,ETH              ,6490
201704   ,KHM              ,5260
201604   ,PHL              ,43305
201704   ,BDI              ,1762
201704   ,DOM              ,2961
201604   ,FRA              ,120138
201703   ,SEA              ,6059
201704   ,FSM              ,130
201604   ,ZMB              ,5881
201604   ,ETH              ,9492
201602   ,DEU              ,105141
201602   ,GMB              ,2031
201703   ,GTM              ,5389
201603   ,JOR              ,27134
201703   ,MDG              ,1336
201603   ,BGR              ,16266
201603   ,CUB              ,41307
201603   ,SRB              ,8868
201603   ,LBY              ,19643
201701   ,NER              ,2930
201701   ,BEN              ,1178
201701   ,SVK              ,3577
201604   ,TUN              ,7799
201705   ,AFG              ,39755
201706   ,COD              ,3944
201706   ,GTM              ,5045
201706   ,DMA              ,393
201606   ,ZAF              ,18666
201706   ,CPV              ,356
201706   ,SAM              ,13
201705   ,THA              ,13505
201606   ,ISL              ,3254
201606   ,PRT              ,11934
201606   ,LCA              ,897
201705   ,JAM              ,5438
201609   ,NRU              ,446
201510   ,LBR              ,3597
201509   ,MEX              ,53010
201509   ,GUY              ,4332
201509   ,AND              ,354
201709   ,GBR              ,183363
201512   ,SWE              ,18568
201512   ,URY              ,2959
201512   ,VCT              ,789
201709   ,LAO              ,1947
201709   ,SHN              ,10
201512   ,PRY              ,2977
201804   ,KEN              ,14356
201711   ,JOR              ,19888
201711   ,HND              ,5571
201710   ,JAM              ,4994
201711   ,TGO              ,1971
201710   ,AGO              ,3257
201804   ,LTU              ,5540
201712   ,NER              ,2757
201712   ,BRB              ,1345
201712   ,GRD              ,773
201803   ,UGA              ,9327
201508   ,GAB              ,1242
201802   ,ISL              ,2380
201710   ,AUT              ,12505
201802   ,TJK              ,2191
201802   ,GAB              ,1035
201605   ,IRL              ,30036
201504   ,BEL              ,17526
201507   ,BRA              ,28385
201506   ,FRA              ,110646
201505   ,MKD              ,11358
201605   ,MKD              ,10884
201506   ,BOL              ,7357
201502   ,ARG              ,9017
201502   ,BMU              ,369
201505   ,QAT              ,13503
201502   ,SLB              ,265
201504   ,IRQ              ,48412
201505   ,VNM              ,18915
201602   ,CMR              ,4109
201502   ,CMR              ,2270
201502   ,CAF              ,408
201512   ,NIC              ,4297
201504   ,MLI              ,5908
201512   ,MDG              ,880
201505   ,ZWE              ,8754
201507   ,SLE              ,2380
201507   ,ISL              ,2231
201507   ,OMN              ,5206
201511   ,TON              ,393
201508   ,TUV              ,217
201504   ,STP              ,205
201804   ,MHL              ,290
201503   ,SAM              ,84
201501   ,SGP              ,222
201501   ,LVA              ,68
201502   ,SHN              ,11
201705   ,STP              ,150
201607   ,BLK              ,1
201802   ,PRI              ,1
201806   ,ESP              ,61231
201807   ,HUN              ,9670
201807   ,CMR              ,2927
201807   ,SMR              ,28
202006   ,HRV              ,565
202006   ,MHL              ,24
202006   ,TON              ,112
202006   ,GEO              ,14
201809   ,BRA              ,27501
201809   ,PRT              ,10095
201808   ,NIC              ,7450
201808   ,GRC              ,26026
201808   ,CAF              ,2071
201907   ,GUY              ,2310
201906   ,SLV              ,4766
201812   ,KOR              ,23615
201812   ,KHM              ,4316
201812   ,ABW              ,127
201812   ,SRB              ,8480
201812   ,COG              ,3142
201811   ,PRK              ,17742
201812   ,LSO              ,601
201810   ,BTN              ,1222
201810   ,KIR              ,341
201810   ,WLF              ,16
201811   ,AZE              ,9692
201811   ,TGO              ,893
201901   ,DEU              ,65573
201901   ,EGY              ,39272
201901   ,SWZ              ,312
201906   ,CPV              ,171
201906   ,MWI              ,3398
201902   ,BMU              ,1042
201902   ,ERI              ,923
201911   ,KNA              ,838
201911   ,BLR              ,7984
201910   ,BOL              ,6580
201911   ,GNQ              ,441
201910   ,PAK              ,55462
201910   ,KEN              ,12366
201910   ,IDN              ,30932
201903   ,AGO              ,3226
201912   ,POL              ,17428
201912   ,OMN              ,4625
201912   ,BRB              ,1149
201912   ,SUR              ,639
201912   ,LVA              ,3082
201912   ,LCA              ,637
201909   ,TUR              ,51687
201909   ,DEU              ,66405
201909   ,WSM              ,620
201909   ,KGZ              ,3217
201909   ,HTI              ,2867
201909   ,LSO              ,651
201906   ,TKM              ,1202
201908   ,DZA              ,3839
201909   ,GEO              ,26
202002   ,CAF              ,491
202002   ,QAT              ,8273
202002   ,CRB              ,155
202002   ,CYP              ,4256
202001   ,LTU              ,4515
202003   ,PAN              ,3404
202003   ,OMN              ,3090
202003   ,NLD              ,15912
202003   ,JPN              ,30815
202003   ,PAK              ,31129
202004   ,TUV              ,25
202003   ,COD              ,2052
201903   ,BWA              ,2342
201903   ,LBY              ,6966
202002   ,BGD              ,12857
201903   ,SSD              ,2739
202003   ,SHN              ,26
202005   ,BMU              ,1007
202005   ,SGP              ,6504
202005   ,MHL              ,165
201905   ,ASA              ,762
201511   ,SWE              ,20920
201611   ,IRN              ,69951
201611   ,CPV              ,468
201610   ,IDN              ,36632
201511   ,JPN              ,48590
201610   ,FIN              ,13067
201610   ,PNG              ,1441
201612   ,GBR              ,179257
201511   ,MNG              ,1759
201511   ,BHR              ,5204
201707   ,JPN              ,46364
201707   ,WST              ,7648
201607   ,GBR              ,235867
201607   ,PRT              ,11921
201708   ,                 ,3622349
201708   ,HUN              ,6406
201708   ,DOM              ,2713
201707   ,MAC              ,103
201508   ,ITA              ,49524
201608   ,WSM              ,1044
201508   ,NOR              ,10911
201508   ,IRQ              ,49978
201608   ,KGZ              ,4561
201508   ,DEU              ,84537
201508   ,EGY              ,77019
201508   ,BLR              ,11457
201508   ,AZE              ,8237
201612   ,SOM              ,8993
201704   ,MEX              ,55350
201704   ,GRC              ,29612
201704   ,LBN              ,18617
201704   ,COD              ,3521
201703   ,ZWE              ,11291
201703   ,TTO              ,3655
201702   ,PRK              ,38106
201702   ,SWE              ,26766
201702   ,THA              ,12457
201702   ,GMB              ,5542
201602   ,ZWE              ,10542
201701   ,ZWE              ,10100
201603   ,COL              ,20315
201603   ,ZAF              ,16091
201603   ,HND              ,7772
201703   ,KIR              ,167
201603   ,CAN              ,84456
201603   ,MDA              ,6599
201603   ,SEA              ,4935
201705   ,BEL              ,35708
201606   ,SGP              ,13043
201606   ,KWT              ,9745
201610   ,AIA              ,136
201510   ,PRT              ,9273
201609   ,RUS              ,228977
201510   ,CIV              ,3036
201609   ,ITA              ,61373
201509   ,FJI              ,3338
201709   ,IRQ              ,63428
201709   ,CAN              ,83011
201607   ,CYM              ,807
201612   ,HKG              ,555
201612   ,LKA              ,9087
201612   ,MNG              ,3047
201512   ,AFR              ,45371
201512   ,COD              ,3106
201606   ,SAM              ,54
201709   ,SLB              ,531
201804   ,PAK              ,50202
201711   ,CZE              ,8881
201711   ,SDN              ,12217
201711   ,VEN              ,25126
201711   ,CIV              ,3788
201801   ,KHM              ,7127
201801   ,AZE              ,8591
201801   ,LBN              ,18733
201801   ,MRT              ,1654
201712   ,UKR              ,66050
201712   ,BWA              ,1393
201712   ,LTU              ,4382
201712   ,TGO              ,1622
201712   ,ASA              ,420
201803   ,AUT              ,13722
201803   ,LUX              ,4359
201803   ,TJK              ,2313
201802   ,KOR              ,33341
201710   ,DNK              ,12063
