MonthYear,Actor1CountryCode,InnerEvents
201505   ,PRK              ,821
201505   ,KWT              ,534
201512   ,MWI              ,358
201508   ,TTO              ,437
201504   ,ZAF              ,1468
201505   ,TZA              ,397
201604   ,KAZ              ,539
201605   ,YEM              ,2950
201505   ,LKA              ,2562
201505   ,AFR              ,1637
201603   ,QAT              ,764
201601   ,UZB              ,205
201505   ,SVK              ,311
201603   ,MLI              ,435
201604   ,NIC              ,153
201506   ,CYP              ,345
201503   ,MUS              ,433
201512   ,ERI              ,76
201508   ,VAT              ,84
201604   ,WSM              ,56
201603   ,CYM              ,54
201601   ,WAF              ,11
201603   ,SCN              ,1
201802   ,GTM              ,381
201804   ,BFA              ,56
201710   ,KHM              ,747
202006   ,LBN              ,151
202006   ,MAR              ,41
201807   ,KAZ              ,349
201907   ,MHL              ,26
201907   ,GRD              ,15
201906   ,SYR              ,2994
201907   ,VCT              ,63
201811   ,NPL              ,496
201811   ,TWN              ,774
201811   ,SWE              ,580
201811   ,CIV              ,172
201810   ,LKA              ,1918
201902   ,ZWE              ,1270
201902   ,GRD              ,19
201902   ,CZE              ,534
201909   ,DZA              ,386
201908   ,AFG              ,7152
201908   ,PAK              ,8934
201903   ,ARM              ,1486
201607   ,SAF              ,23
201812   ,NZL              ,1230
201812   ,RWA              ,390
201810   ,VAT              ,95
201810   ,PRK              ,1434
201810   ,KHM              ,516
201810   ,SSD              ,303
201809   ,COL              ,1991
201806   ,COD              ,148
201807   ,CYM              ,26
201807   ,LAO              ,251
201907   ,COK              ,19
201907   ,STP              ,10
201810   ,ATG              ,25
201802   ,GEO              ,12
201904   ,MKD              ,754
201911   ,IRN              ,4374
201910   ,ALB              ,418
201911   ,BHS              ,113
201911   ,DMA              ,21
201910   ,ECU              ,1077
201910   ,RWA              ,242
201906   ,LUX              ,149
202001   ,RUS              ,12305
201912   ,FRA              ,6460
202001   ,GAB              ,37
202001   ,SYC              ,45
202002   ,CUB              ,1025
202002   ,LTU              ,388
202002   ,OMN              ,220
201808   ,EUR              ,1484
201808   ,DEU              ,8604
201808   ,GEO              ,3
201808   ,VUT              ,88
201908   ,COM              ,11
201912   ,RUS              ,14906
201712   ,MAC              ,3
201809   ,TUN              ,355
201902   ,AND              ,9
201906   ,VAT              ,34
201912   ,KNA              ,18
201912   ,TUV              ,4
201812   ,GEO              ,2
202006   ,VCT              ,2
201904   ,IRL              ,2602
202003   ,BFA              ,69
202004   ,TON              ,51
202004   ,TGO              ,35
202004   ,SYC              ,42
202005   ,KOR              ,1569
201905   ,POL              ,1828
202005   ,LSO              ,194
202005   ,VAT              ,40
202005   ,ABW              ,8
201704   ,HND              ,222
201704   ,MNG              ,90
201604   ,CHE              ,1982
201702   ,BRA              ,3405
201702   ,SLE              ,113
201602   ,SGP              ,553
201602   ,TUR              ,14178
201702   ,BMU              ,60
201511   ,ZAF              ,765
201611   ,AND              ,10
201610   ,MYS              ,2268
201611   ,ZMB              ,249
201611   ,SAF              ,28
201612   ,ZAF              ,849
201708   ,WSM              ,61
201705   ,NLD              ,1469
201511   ,HTI              ,356
201612   ,VEN              ,2250
201706   ,LTU              ,508
201610   ,ERI              ,123
201610   ,ISL              ,186
201610   ,CRI              ,89
201510   ,SGP              ,753
201703   ,TGO              ,110
201703   ,DNK              ,1538
201706   ,YEM              ,1430
201706   ,TTO              ,295
201706   ,PRY              ,140
201706   ,SSD              ,306
201706   ,NRU              ,9
201606   ,AFG              ,11239
201607   ,BRA              ,3014
201612   ,TUN              ,1836
201701   ,MYS              ,2321
201601   ,EUR              ,2508
201510   ,HRV              ,1239
201510   ,PER              ,979
201510   ,ESP              ,3615
201609   ,MDA              ,484
201609   ,DOM              ,135
201509   ,ERI              ,158
201509   ,VEN              ,4249
201609   ,LIE              ,12
201603   ,ETH              ,507
201606   ,SWE              ,1244
201612   ,AUT              ,1178
201612   ,GNB              ,14
201612   ,WST              ,79
201612   ,TON              ,48
201512   ,ARM              ,1339
201512   ,MYS              ,2011
201512   ,COL              ,2266
201508   ,ESP              ,3142
201705   ,MDV              ,182
201705   ,CHL              ,907
201705   ,BHR              ,957
201805   ,BGR              ,1699
201805   ,GAB              ,97
201805   ,HRV              ,765
201805   ,PRY              ,235
201709   ,NIC              ,175
201709   ,TKM              ,150
201805   ,CYP              ,314
201711   ,EST              ,324
201803   ,NZL              ,1689
201802   ,NGA              ,10685
201803   ,KGZ              ,133
201803   ,NPL              ,691
201801   ,AUS              ,6453
201609   ,SMR              ,4
201802   ,FJI              ,425
201712   ,LUX              ,104
201712   ,SSD              ,180
201712   ,SYC              ,26
201504   ,AUS              ,9583
201504   ,CHL              ,1167
201505   ,ETH              ,666
201602   ,YEM              ,1487
201602   ,JOR              ,1106
201505   ,LTU              ,537
201503   ,MAR              ,1326
201506   ,ARG              ,1157
201604   ,MDV              ,231
201601   ,ROM              ,2
201508   ,SLE              ,259
201601   ,SEN              ,344
201511   ,BRB              ,110
201601   ,DJI              ,73
201604   ,KIR              ,5
201507   ,TGO              ,63
201602   ,TGO              ,80
201509   ,MCO              ,73
201601   ,COM              ,27
201509   ,KNA              ,25
201601   ,TMP              ,18
201602   ,SWZ              ,66
201501   ,UGA              ,31
201509   ,GNQ              ,9
201503   ,MEA              ,6
201503   ,BTN              ,55
201801   ,KIR              ,11
201802   ,TUN              ,463
201802   ,MRT              ,187
201710   ,AFR              ,1578
201802   ,KIR              ,12
202006   ,LBY              ,197
201506   ,HKG              ,1
201606   ,NAM              ,396
201508   ,CAS              ,2
202006   ,COK              ,2
201807   ,COL              ,1651
201807   ,ALB              ,993
201807   ,VNM              ,745
201606   ,LVA              ,447
201907   ,CHL              ,438
201811   ,MUS              ,181
201811   ,ARE              ,1141
201811   ,RWA              ,291
201902   ,DNK              ,639
201902   ,SEN              ,374
201809   ,ZAF              ,854
201909   ,IRN              ,7821
201909   ,SWZ              ,16
201909   ,BRN              ,27
201903   ,JAM              ,408
201903   ,ERI              ,125
201903   ,TGO              ,52
201903   ,URY              ,98
201903   ,PNG              ,127
201812   ,MYS              ,1905
201812   ,SSD              ,163
201810   ,PRY              ,245
201810   ,AIA              ,6
201906   ,COG              ,69
201901   ,BHS              ,154
201905   ,BWA              ,285
201810   ,GEO              ,11
201806   ,VNM              ,891
201904   ,GNQ              ,25
201910   ,NPL              ,556
201910   ,CAN              ,8364
201911   ,CRI              ,56
201910   ,QAT              ,340
201911   ,GHA              ,1126
201910   ,MDV              ,153
201910   ,SDN              ,930
201906   ,CRI              ,81
201906   ,TZA              ,155
202001   ,IRN              ,15077
202001   ,COD              ,99
201912   ,SYR              ,3128
202002   ,UGA              ,1137
202002   ,GBR              ,13996
202002   ,GHA              ,1292
201908   ,SOM              ,538
201908   ,GAB              ,99
201908   ,VCT              ,47
201911   ,WAF              ,38
201808   ,SEN              ,291
201808   ,STP              ,11
201909   ,WST              ,23
201909   ,SMR              ,2
201902   ,MHL              ,27
201809   ,MNG              ,146
201809   ,MMR              ,976
201809   ,CRI              ,84
201809   ,PAN              ,320
201809   ,LSO              ,69
201902   ,TUV              ,1
202002   ,SSD              ,213
201912   ,TCD              ,87
201912   ,MAC              ,44
201912   ,CYP              ,406
202002   ,SWZ              ,19
201912   ,COM              ,31
201901   ,COM              ,25
201812   ,SAS              ,18
202006   ,GAB              ,1
202006   ,MNG              ,1
202001   ,SAF              ,3
202003   ,KHM              ,365
202004   ,NGA              ,7103
202004   ,KGZ              ,223
202004   ,SUR              ,19
202004   ,WST              ,49
202005   ,BOL              ,326
202005   ,CHL              ,411
201904   ,DZA              ,1567
201905   ,TZA              ,253
201704   ,FJI              ,379
201704   ,SAU              ,3952
201703   ,MYS              ,4425
201604   ,SYR              ,12701
201702   ,DNK              ,884
201702   ,TGO              ,83
201701   ,AFG              ,6384
201602   ,AZE              ,1207
201701   ,IRQ              ,7404
201511   ,IND              ,5028
201611   ,BRN              ,44
201610   ,EGY              ,7798
201511   ,IRL              ,2641
201708   ,ALB              ,1101
201708   ,ISR              ,8642
201608   ,NGA              ,12305
201611   ,LIE              ,7
201704   ,AND              ,7
201604   ,AZE              ,3983
201706   ,USA              ,159123
201610   ,LUX              ,236
201610   ,MDG              ,59
201609   ,PRK              ,1094
201610   ,VAT              ,74
201510   ,ITA              ,4534
201706   ,KOR              ,2455
201706   ,MDA              ,538
201606   ,POL              ,2908
201705   ,ZWE              ,1046
201705   ,SDN              ,1542
201608   ,AFG              ,9644
201607   ,SSD              ,1150
201612   ,ESP              ,3695
201602   ,SUR              ,16
201701   ,ERI              ,170
201701   ,CPV              ,16
201708   ,COM              ,5
201708   ,TMP              ,6
201609   ,ZWE              ,2367
201707   ,MOZ              ,105
201707   ,MLI              ,396
201609   ,GNB              ,9
201703   ,STP              ,26
201707   ,DMA              ,18
201612   ,KHM              ,994
201601   ,TKM              ,302
201701   ,CAF              ,28
201601   ,ZAF              ,767
201708   ,PLW              ,5
201607   ,ZAF              ,1452
201705   ,FIN              ,807
201705   ,MCO              ,79
201509   ,DNK              ,1338
201805   ,BHS              ,125
201804   ,SGP              ,685
201805   ,MOZ              ,591
201709   ,BHR              ,367
201709   ,BTN              ,110
201709   ,UGA              ,1145
201709   ,KAZ              ,560
201805   ,MRT              ,111
201711   ,ISR              ,9775
201801   ,MDV              ,278
201801   ,BGD              ,1991
201801   ,BLR              ,609
201801   ,TJK              ,142
201801   ,WST              ,44
